episode,total_reward,avg_energy_saved,avg_comfort_score,avg_wait_time,epsilon
83,-158.0,-4.0725,0.758,0.113,0.846905
84,-203.5,-3.7755,0.794,0.1308,0.845212
85,-148.5,-2.9955,0.809,0.107,0.843521
86,-210.0,-2.8605,0.786,0.1372,0.841834
87,-160.0,-4.4895,0.805,0.1305,0.840151
88,-257.5,-6.7155,0.692,0.1462,0.83847
89,-211.5,-4.5075,0.761,0.1357,0.836793
90,-169.0,-1.836,0.846,0.1323,0.83512
91,-117.0,-2.406,0.798,0.1037,0.833449
92,-193.5,-4.4235,0.762,0.127,0.831783
93,-163.5,-4.443,0.738,0.1115,0.830119
94,-188.5,-4.5765,0.751,0.122,0.828459
95,-188.5,-3.252,0.8,0.1313,0.826802
96,-215.5,-4.1775,0.771,0.1375,0.825148
97,-199.5,-2.799,0.736,0.1298,0.823498
98,-168.5,-3.54,0.757,0.1123,0.821851
99,-121.0,-3.2355,0.8,0.0977,0.820207
100,-220.0,-4.7295,0.806,0.1455,0.818567
101,-181.5,-3.276,0.73,0.1215,0.81693
102,-183.5,-2.733,0.739,0.1255,0.815296
103,-152.5,-3.6855,0.731,0.1023,0.813665
104,-171.0,-3.1515,0.824,0.12,0.812038
105,-210.5,-2.3055,0.807,0.136,0.810414
106,-205.5,-2.316,0.799,0.1333,0.808793
107,-208.0,-2.8815,0.807,0.1335,0.807175
108,-140.0,-2.3595,0.811,0.116,0.805561
109,-211.5,-4.1415,0.712,0.1315,0.80395
110,-183.0,-1.7025,0.829,0.1315,0.802342
111,-227.5,-4.6035,0.776,0.14,0.800737
112,-194.0,-3.987,0.725,0.1273,0.799136
113,-219.0,-4.9695,0.745,0.1385,0.797538
114,-157.0,-4.578,0.757,0.1183,0.795943
115,-114.5,-2.415,0.781,0.094,0.794351
116,-97.0,1.245,0.886,0.0968,0.792762
117,-154.0,-1.8675,0.781,0.1147,0.791176
118,-140.5,-4.6695,0.788,0.102,0.789594
119,-193.0,-4.0275,0.785,0.122,0.788015
120,-160.0,-5.0715,0.806,0.1108,0.786439
121,-145.0,-3.177,0.77,0.1113,0.784866
122,-124.5,-1.4895,0.814,0.104,0.783296
123,-139.5,-2.859,0.79,0.1062,0.78173
124,-143.5,-3.165,0.752,0.1085,0.780166
125,-135.5,-1.605,0.72,0.1065,0.778606
126,-218.5,-3.78,0.774,0.1383,0.777049
127,-127.5,-1.8375,0.863,0.1055,0.775495
128,-178.5,-4.3515,0.742,0.121,0.773944
129,-185.5,-3.219,0.742,0.1245,0.772396
130,-83.0,-1.974,0.77,0.086,0.770851
131,-168.0,-3.411,0.764,0.1198,0.769309
132,-107.5,-0.5235,0.797,0.0955,0.767771
133,-166.5,-3.7275,0.818,0.1158,0.766235
134,-184.5,-4.581,0.758,0.1193,0.764703
135,-217.5,-4.248,0.722,0.138,0.763173
136,-74.5,-0.6885,0.865,0.0902,0.761647
137,-164.5,-2.673,0.804,0.112,0.760123
138,-155.5,-2.913,0.756,0.1215,0.758603
139,-162.0,-2.304,0.795,0.1128,0.757086
140,-104.0,-2.841,0.784,0.0912,0.755572
141,-175.5,-3.693,0.808,0.1223,0.754061
142,-214.0,-2.838,0.767,0.1407,0.752553
143,-109.5,-3.2145,0.848,0.0985,0.751047
144,-151.0,-4.1085,0.791,0.1092,0.749545
145,-149.5,-2.3895,0.82,0.1203,0.748046
146,-185.5,-4.2375,0.8,0.1218,0.74655
147,-164.5,-3.6585,0.759,0.1163,0.745057
148,-139.0,-3.996,0.751,0.1055,0.743567
149,-159.0,-3.1515,0.811,0.116,0.74208
150,-151.0,-1.2225,0.797,0.12,0.740596
151,-127.5,-1.7985,0.791,0.1047,0.739115
152,-133.0,-0.2325,0.785,0.1153,0.737636
153,-162.0,-2.3385,0.778,0.1155,0.736161
154,-107.5,-0.564,0.805,0.0988,0.734689
155,-125.5,-3.75,0.777,0.1003,0.733219
156,-212.0,-4.5885,0.717,0.133,0.731753
157,-178.5,-3.831,0.733,0.129,0.730289
158,-74.5,-0.6405,0.843,0.0835,0.728829
159,-164.5,-3.8115,0.803,0.1233,0.727371
160,-120.5,-0.861,0.87,0.1075,0.725916
161,-151.5,-2.4765,0.795,0.1098,0.724465
162,-177.0,-1.839,0.755,0.1192,0.723016
163,-110.5,-0.27,0.796,0.1018,0.72157
164,-160.5,-3.1425,0.757,0.1178,0.720126
165,-129.0,-1.3215,0.841,0.1103,0.718686
166,-99.0,-2.658,0.773,0.0887,0.717249
167,-141.0,-2.7285,0.792,0.104,0.715814
168,-67.5,-0.6615,0.796,0.0855,0.714383
169,-82.5,-1.335,0.817,0.087,0.712954
170,-187.0,-4.008,0.771,0.1277,0.711528
171,-131.0,-2.7795,0.84,0.1145,0.710105
172,-128.0,-3.054,0.793,0.1013,0.708685
173,-132.5,-3.636,0.738,0.112,0.707267
174,-41.5,0.2175,0.837,0.076,0.705853
175,-99.0,-2.8425,0.831,0.0963,0.704441
176,-111.5,-1.884,0.863,0.0925,0.703032
177,-164.0,-3.915,0.765,0.1167,0.701626
178,-222.5,-5.2125,0.77,0.145,0.700223
179,-102.0,-2.817,0.777,0.1005,0.698823
180,-77.0,-0.4485,0.801,0.0818,0.697425
181,-111.0,-3.354,0.837,0.0953,0.69603
182,-32.5,-0.24,0.857,0.0822,0.694638
183,-89.5,-1.761,0.821,0.0892,0.693249
184,-120.5,-2.2005,0.793,0.102,0.691862
185,-119.5,-3.627,0.83,0.1,0.690478
186,-119.0,-2.103,0.797,0.1053,0.689098
187,-132.0,-2.8515,0.771,0.1065,0.687719
188,-133.5,-2.487,0.82,0.1013,0.686344
189,-105.0,-1.0815,0.803,0.103,0.684971
190,-75.5,-2.8095,0.827,0.0835,0.683601
191,-90.0,-3.3435,0.792,0.0893,0.682234
192,-94.5,-1.527,0.842,0.0945,0.68087
193,-107.5,-1.65,0.84,0.0975,0.679508
194,-107.5,-0.5205,0.794,0.0982,0.678149
195,-93.5,-1.155,0.812,0.0992,0.676793
196,-59.5,-0.9435,0.873,0.0798,0.675439
197,-84.0,-1.17,0.801,0.0862,0.674088
198,-128.5,-1.071,0.852,0.1113,0.67274
199,-70.0,-0.4125,0.814,0.089,0.671394
200,-44.5,-1.431,0.797,0.0848,0.670052
201,-110.5,-1.5225,0.852,0.097,0.668712
202,-95.0,-3.456,0.847,0.0917,0.667374
203,-13.0,-0.0855,0.886,0.0637,0.666039
204,-99.5,-2.412,0.818,0.086,0.664707
205,-135.5,-0.891,0.78,0.1093,0.663378
206,-172.5,-3.336,0.784,0.1313,0.662051
207,-51.5,-0.033,0.858,0.0788,0.660727
208,-107.0,-1.6125,0.829,0.104,0.659406
209,-84.5,-2.658,0.782,0.085,0.658087
210,-74.0,-1.1205,0.841,0.0905,0.656771
211,-79.0,-2.0265,0.838,0.0868,0.655457
212,-80.0,-0.3705,0.829,0.0968,0.654146
213,-65.5,-0.945,0.848,0.091,0.652838
214,-92.5,-1.794,0.887,0.0927,0.651532
215,-65.0,-1.0185,0.842,0.0918,0.650229
216,-100.0,-2.379,0.814,0.096,0.648929
217,-42.0,-2.1315,0.808,0.0837,0.647631
218,-82.0,-2.859,0.839,0.0875,0.646335
219,-167.0,-3.327,0.687,0.1263,0.645043
220,-131.0,-1.4895,0.83,0.1138,0.643753
221,-117.0,-2.871,0.755,0.1035,0.642465
222,-27.5,1.5195,0.888,0.0742,0.64118
223,-72.5,1.023,0.845,0.0907,0.639898
224,-93.0,0.3795,0.873,0.105,0.638618
225,-24.5,0.054,0.856,0.077,0.637341
226,-53.5,-2.346,0.864,0.0818,0.636066
227,-105.0,-2.2995,0.804,0.096,0.634794
228,-78.5,-3.453,0.783,0.0838,0.633524
229,-32.0,-2.397,0.85,0.0798,0.632257
230,-118.0,-2.0895,0.795,0.1055,0.630993
231,-90.0,-2.31,0.777,0.093,0.629731
232,-135.0,-3.5955,0.78,0.1103,0.628471
233,-53.5,-0.6735,0.85,0.0857,0.627215
234,-83.5,-2.2755,0.772,0.0895,0.62596
235,-125.5,-2.6145,0.776,0.1032,0.624708
236,-65.0,-1.383,0.826,0.0875,0.623459
237,-85.0,-2.9235,0.782,0.091,0.622212
238,-132.0,-3.1635,0.752,0.1018,0.620967
239,-154.0,-4.2825,0.759,0.1147,0.619726
240,-49.5,-0.18,0.816,0.072,0.618486
241,-84.5,0.558,0.84,0.101,0.617249
242,-135.5,-1.983,0.741,0.1058,0.616015
243,-152.5,-3.06,0.765,0.1085,0.614783
244,-79.5,0.4215,0.815,0.0897,0.613553
245,-66.5,-0.063,0.839,0.0883,0.612326
246,-60.5,-0.063,0.817,0.0895,0.611101
247,-53.0,-1.035,0.851,0.0748,0.609879
248,-132.0,-3.414,0.745,0.112,0.608659
249,-86.5,-3.8535,0.811,0.0905,0.607442
250,-113.0,-1.8315,0.79,0.1077,0.606227
251,-71.5,-1.455,0.849,0.0955,0.605015
252,-83.0,-2.0235,0.779,0.0927,0.603805
253,-108.0,-2.568,0.827,0.0948,0.602597
254,-89.0,-2.9775,0.797,0.091,0.601392
255,-48.0,-1.5135,0.774,0.0795,0.600189
256,-72.0,-0.762,0.84,0.0802,0.598989
257,-31.0,-0.6225,0.823,0.0618,0.597791
258,-114.0,-2.262,0.765,0.1007,0.596595
259,-75.0,-1.626,0.797,0.093,0.595402
260,-105.5,-2.556,0.887,0.097,0.594211
261,-22.0,-1.8255,0.828,0.0638,0.593023
262,-99.0,-0.3465,0.796,0.101,0.591837
263,-109.0,-2.5935,0.807,0.097,0.590653
264,21.5,-0.9615,0.889,0.055,0.589472
265,-90.0,-1.632,0.834,0.088,0.588293
266,-42.0,-0.216,0.843,0.0765,0.587116
267,-58.5,-2.8845,0.799,0.0775,0.585942
268,-86.5,-1.878,0.81,0.0873,0.58477
269,-39.0,0.798,0.839,0.0837,0.5836
270,-56.5,1.833,0.891,0.0772,0.582433
271,-44.0,0.453,0.819,0.0847,0.581268
272,-81.5,-0.891,0.844,0.0967,0.580106
273,-88.0,-0.693,0.9,0.1045,0.578946
274,-17.0,-0.912,0.839,0.0657,0.577788
275,-87.0,-2.01,0.786,0.0905,0.576632
276,-57.0,-1.8285,0.86,0.0737,0.575479
277,10.5,-0.9195,0.827,0.062,0.574328
278,-56.5,0.231,0.877,0.087,0.573179
279,-33.5,0.666,0.884,0.0725,0.572033
280,-42.0,0.432,0.857,0.079,0.570889
281,-44.5,-2.4675,0.854,0.0782,0.569747
282,-85.0,-1.2435,0.818,0.0993,0.568608
283,-57.0,-1.497,0.848,0.0745,0.56747
284,-65.0,0.1275,0.846,0.089,0.566335
285,-69.0,0.8235,0.837,0.0927,0.565203
286,-135.5,-3.003,0.768,0.1093,0.564072
287,-8.5,-0.5535,0.844,0.064,0.562944
288,-87.0,-0.102,0.817,0.0973,0.561818
289,-122.5,-0.1845,0.82,0.121,0.560695
290,-31.5,-1.206,0.834,0.0737,0.559573
291,-46.5,-1.29,0.794,0.087,0.558454
292,-76.5,-1.701,0.823,0.0883,0.557337
293,-17.0,-0.3315,0.853,0.068,0.556223
294,-36.5,-2.526,0.836,0.0665,0.55511
295,-41.5,0.195,0.871,0.0803,0.554
296,-26.5,1.227,0.833,0.0743,0.552892
297,-18.5,-0.1875,0.843,0.078,0.551786
298,-11.0,1.626,0.835,0.0775,0.550683
299,-25.0,0.324,0.853,0.0768,0.549581
300,-78.0,-0.705,0.861,0.089,0.548482
301,-71.5,-0.8145,0.812,0.0883,0.547385
302,-47.5,-0.6525,0.84,0.0735,0.54629
303,-28.5,-1.5915,0.822,0.0752,0.545198
304,-13.0,0.954,0.819,0.0717,0.544107
305,-85.0,-1.842,0.767,0.0905,0.543019
306,-36.0,0.279,0.872,0.0803,0.541933
307,-65.5,0.5565,0.811,0.0908,0.540849
308,-50.5,-0.3525,0.839,0.089,0.539767
309,-61.5,-0.054,0.813,0.091,0.538688
310,-14.0,-1.0095,0.847,0.0675,0.537611
311,-73.0,-2.205,0.89,0.0973,0.536535
312,7.0,-0.978,0.832,0.063,0.535462
313,-9.5,0.267,0.827,0.0783,0.534391
314,-72.0,-0.552,0.86,0.0912,0.533323
315,-23.5,-0.5415,0.858,0.0735,0.532256
316,-19.0,0.39,0.887,0.075,0.531191
317,57.0,0.951,0.914,0.048,0.530129
318,-79.5,-1.356,0.849,0.0915,0.529069
319,20.5,-0.015,0.887,0.0537,0.528011
320,-19.5,-1.779,0.859,0.0735,0.526955
321,-12.5,2.463,0.897,0.071,0.525901
322,3.0,-0.9405,0.849,0.067,0.524849
323,-18.5,-0.1515,0.892,0.0743,0.523799
324,22.0,5.55,0.893,0.0697,0.522752
325,41.0,0.171,0.859,0.0517,0.521706
326,18.0,-1.335,0.874,0.0593,0.520663
327,-49.5,-0.7035,0.849,0.0838,0.519621
328,-58.0,-2.6145,0.812,0.0805,0.518582
329,-104.5,-1.6875,0.817,0.1068,0.517545
330,-23.0,1.8135,0.822,0.0805,0.51651
331,-34.5,0.915,0.862,0.072,0.515477
332,2.5,-0.5955,0.848,0.0582,0.514446
333,10.5,0.5835,0.901,0.074,0.513417
334,-77.5,-2.2215,0.766,0.0853,0.51239
335,13.0,1.05,0.888,0.0603,0.511365
336,-104.5,-2.481,0.784,0.1007,0.510343
337,-60.0,-2.0085,0.806,0.0853,0.509322
338,-30.5,-0.138,0.899,0.0727,0.508303
339,-68.0,-1.08,0.831,0.088,0.507287
340,-22.0,-0.8595,0.823,0.084,0.506272
341,83.5,-0.234,0.88,0.04,0.50526
342,24.0,-0.816,0.844,0.058,0.504249
343,-24.5,-0.072,0.852,0.0708,0.503241
344,-77.5,0.1425,0.785,0.0915,0.502234
345,-21.5,-1.0845,0.846,0.0688,0.50123
346,-57.5,-1.419,0.814,0.0793,0.500227
347,-63.5,-3.3555,0.817,0.086,0.499227
348,-36.5,-1.275,0.812,0.072,0.498228
349,13.0,2.4885,0.908,0.0645,0.497232
350,36.0,0.9795,0.911,0.048,0.496237
351,32.5,3.4395,0.894,0.051,0.495245
352,29.5,0.3315,0.859,0.0575,0.494254
353,-24.5,-0.435,0.853,0.0712,0.493266
354,-2.0,0.3435,0.87,0.0708,0.492279
355,-19.5,-0.2085,0.847,0.072,0.491295
356,5.5,0.738,0.857,0.0695,0.490312
357,30.5,1.9605,0.838,0.0607,0.489332
358,9.0,0.351,0.859,0.0735,0.488353
359,25.0,1.233,0.874,0.0583,0.487376
360,45.5,2.604,0.918,0.0565,0.486401
361,-5.5,-0.3615,0.831,0.074,0.485429
362,-45.0,-0.1425,0.853,0.075,0.484458
363,-1.5,1.065,0.88,0.0655,0.483489
364,13.0,1.185,0.869,0.072,0.482522
365,-53.5,-2.2125,0.844,0.0892,0.481557
366,-35.0,-0.3645,0.835,0.0838,0.480594
367,28.5,0.1785,0.881,0.054,0.479633
368,8.5,0.2895,0.902,0.0595,0.478673
369,-21.5,-0.4785,0.848,0.0718,0.477716
370,33.0,2.328,0.851,0.0565,0.476761
371,-2.0,-0.831,0.869,0.0613,0.475807
372,14.0,-0.6045,0.849,0.0585,0.474855
373,14.0,0.0945,0.826,0.0658,0.473906
374,13.5,1.5495,0.868,0.0663,0.472958
375,-9.0,2.22,0.879,0.0783,0.472012
376,-2.0,1.0635,0.865,0.0692,0.471068
377,-31.0,0.4905,0.849,0.0825,0.470126
378,-11.5,0.6,0.835,0.0678,0.469186
379,-30.5,-1.095,0.853,0.0757,0.468247
380,-26.5,1.371,0.872,0.0748,0.467311
381,22.0,-1.3845,0.843,0.056,0.466376
382,78.0,3.3105,0.923,0.05,0.465443
383,-20.5,2.001,0.881,0.0788,0.464512
384,-6.5,-0.738,0.836,0.0663,0.463583
385,9.5,0.156,0.878,0.0595,0.462656
386,37.5,2.166,0.864,0.0623,0.461731
387,46.0,2.4165,0.917,0.0547,0.460807
388,21.5,3.6105,0.899,0.068,0.459886
389,18.5,0.1545,0.859,0.0552,0.458966
390,-56.0,-1.317,0.854,0.0798,0.458048
391,25.5,3.0495,0.884,0.0537,0.457132
392,17.5,1.686,0.872,0.0593,0.456218
393,-7.5,0.273,0.849,0.0717,0.455305
394,28.5,2.715,0.89,0.055,0.454395
395,-35.0,2.3565,0.884,0.0798,0.453486
396,45.5,2.0145,0.928,0.0545,0.452579
397,13.5,-0.795,0.842,0.067,0.451674
398,13.0,0.7335,0.939,0.0608,0.45077
399,9.0,2.0265,0.91,0.0657,0.449869
400,-52.0,0.951,0.827,0.086,0.448969
401,7.0,1.0665,0.876,0.0585,0.448071
402,42.5,1.0005,0.88,0.0572,0.447175
403,-5.5,0.7365,0.87,0.0813,0.446281
404,33.0,0.1965,0.913,0.0557,0.445388
405,27.5,1.575,0.886,0.0578,0.444497
406,-1.0,0.633,0.85,0.0705,0.443608
407,62.5,1.3755,0.9,0.0523,0.442721
408,-36.5,-0.9585,0.854,0.0715,0.441836
409,19.0,-0.249,0.92,0.0625,0.440952
410,-53.0,-1.0275,0.84,0.0845,0.44007
411,26.0,0.4005,0.877,0.0598,0.43919
412,-24.5,-0.459,0.829,0.0735,0.438312
413,27.0,1.2045,0.875,0.0635,0.437435
414,-27.5,-1.188,0.843,0.081,0.43656
415,-9.5,-1.536,0.839,0.0675,0.435687
416,-35.0,-0.4755,0.87,0.072,0.434816
417,90.5,2.7645,0.936,0.0395,0.433946
418,0.5,0.12,0.899,0.072,0.433078
419,37.0,1.674,0.888,0.0617,0.432212
420,25.5,0.135,0.851,0.0607,0.431348
421,53.0,0.6225,0.91,0.0515,0.430485
422,-22.0,-1.305,0.881,0.0718,0.429624
423,60.0,-1.2435,0.905,0.046,0.428765
424,33.0,1.188,0.884,0.051,0.427907
425,41.0,-0.369,0.885,0.054,0.427051
426,29.5,0.7035,0.854,0.0592,0.426197
427,44.5,2.883,0.888,0.063,0.425345
428,8.0,0.78,0.91,0.0722,0.424494
429,55.0,1.749,0.876,0.0495,0.423645
430,54.5,-0.027,0.912,0.0382,0.422798
431,20.0,3.207,0.851,0.073,0.421952
432,24.5,1.7175,0.888,0.06,0.421108
433,2.5,1.0065,0.852,0.0668,0.420266
434,99.0,2.1195,0.925,0.0405,0.419426
435,-5.5,0.0375,0.903,0.08,0.418587
436,-16.0,0.003,0.878,0.0762,0.41775
437,32.5,1.6185,0.891,0.0565,0.416914
438,39.0,0.9585,0.905,0.0527,0.41608
439,48.0,-0.492,0.873,0.0525,0.415248
440,35.5,0.513,0.884,0.058,0.414418
441,121.0,0.0435,0.911,0.038,0.413589
442,25.5,1.08,0.885,0.0638,0.412762
443,48.0,1.1805,0.898,0.05,0.411936
444,-14.5,1.3605,0.847,0.0798,0.411112
445,8.5,1.6515,0.898,0.0635,0.41029
446,-11.0,0.777,0.879,0.0722,0.409469
447,-17.0,-3.9435,0.876,0.0712,0.40865
448,58.0,2.193,0.891,0.052,0.407833
449,-32.0,-0.852,0.839,0.0697,0.407017
450,91.0,2.8065,0.894,0.0492,0.406203
451,81.0,3.951,0.905,0.0517,0.405391
452,22.5,1.5195,0.905,0.0625,0.40458
453,0.0,0.4725,0.918,0.055,0.403771
454,-17.0,-1.746,0.883,0.0692,0.402964
455,46.0,1.116,0.892,0.0547,0.402158
456,2.5,3.3645,0.925,0.0775,0.401353
457,42.5,-0.6615,0.875,0.053,0.400551
458,41.0,1.6485,0.851,0.0618,0.399749
459,68.0,2.529,0.89,0.052,0.39895
460,1.5,-1.1655,0.882,0.0585,0.398152
461,-7.0,0.69,0.904,0.066,0.397356
462,32.5,-0.78,0.854,0.0592,0.396561
463,24.0,3.2115,0.909,0.0622,0.395768
464,-7.5,0.807,0.879,0.0767,0.394976
465,37.5,0.9225,0.89,0.0553,0.394186
466,39.5,2.259,0.862,0.0568,0.393398
467,41.5,1.572,0.905,0.0635,0.392611
468,1.0,-0.4515,0.881,0.0658,0.391826
469,83.0,5.0715,0.916,0.0478,0.391042
470,46.0,0.87,0.895,0.0553,0.39026
471,47.5,3.501,0.882,0.0583,0.38948
472,3.5,-0.522,0.858,0.0683,0.388701
473,-6.0,-0.9315,0.829,0.0717,0.387923
474,-10.0,0.7815,0.878,0.0752,0.387148
475,39.0,2.3265,0.919,0.058,0.386373
476,-10.5,-1.371,0.826,0.071,0.385601
477,72.0,0.828,0.886,0.0515,0.384829
478,48.0,1.65,0.906,0.0512,0.38406
479,61.0,0.687,0.892,0.0577,0.383292
480,86.5,0.7425,0.908,0.0425,0.382525
481,43.5,1.707,0.915,0.0535,0.38176
482,23.5,-1.1325,0.886,0.064,0.380996
483,-24.0,2.9415,0.931,0.091,0.380234
484,-55.5,-0.39,0.889,0.093,0.379474
485,108.5,2.4225,0.956,0.0342,0.378715
486,34.5,0.042,0.88,0.0612,0.377958
487,63.0,0.978,0.914,0.0518,0.377202
488,65.5,1.308,0.917,0.039,0.376447
489,81.0,3.987,0.929,0.0408,0.375694
490,12.0,-1.014,0.867,0.063,0.374943
491,26.5,-1.3515,0.869,0.0527,0.374193
492,87.5,3.6765,0.914,0.0462,0.373445
493,80.5,4.089,0.899,0.0437,0.372698
494,15.0,-0.1605,0.929,0.0617,0.371952
495,1.5,0.7125,0.882,0.0658,0.371209
496,77.5,2.313,0.901,0.0545,0.370466
497,47.5,1.6875,0.911,0.053,0.369725
498,53.5,1.3935,0.892,0.053,0.368986
499,87.0,2.6715,0.917,0.0403,0.368248
500,101.0,1.9485,0.932,0.041,0.367511
501,22.5,0.36,0.846,0.0583,0.366776
502,104.5,4.6485,0.908,0.0425,0.366043
503,100.0,0.093,0.889,0.0385,0.365311
504,39.5,-0.3795,0.899,0.0475,0.36458
505,79.0,2.304,0.921,0.0345,0.363851
506,31.5,0.021,0.86,0.0583,0.363123
507,29.5,-0.5625,0.882,0.061,0.362397
508,21.5,-1.11,0.897,0.0593,0.361672
509,81.5,3.5565,0.913,0.0408,0.360949
510,52.5,-0.3105,0.936,0.042,0.360227
511,59.0,0.7365,0.885,0.0465,0.359506
512,52.0,1.563,0.911,0.0433,0.358787
513,66.5,0.378,0.872,0.0488,0.35807
514,48.0,-0.675,0.898,0.0578,0.357354
515,37.5,-0.7305,0.9,0.051,0.356639
516,61.0,-0.72,0.887,0.0465,0.355926
517,70.0,0.8865,0.925,0.0442,0.355214
518,72.0,1.812,0.935,0.0352,0.354503
519,45.5,1.3305,0.914,0.0517,0.353794
520,10.5,-1.092,0.862,0.069,0.353087
521,62.5,1.8795,0.891,0.0475,0.352381
522,82.5,2.814,0.929,0.0405,0.351676
523,27.0,1.278,0.871,0.054,0.350973
524,60.0,-0.5805,0.913,0.0488,0.350271
525,59.0,1.143,0.901,0.048,0.34957
526,27.5,0.846,0.885,0.0555,0.348871
527,100.0,1.599,0.913,0.041,0.348173
528,61.5,2.9835,0.917,0.0575,0.347477
529,120.0,4.4145,0.952,0.0362,0.346782
530,93.0,1.8345,0.917,0.049,0.346088
531,75.5,0.0255,0.924,0.0408,0.345396
532,25.0,1.491,0.899,0.0663,0.344705
533,-5.0,0.2475,0.864,0.0723,0.344016
534,96.0,0.786,0.902,0.0385,0.343328
535,90.5,2.706,0.939,0.0407,0.342641
536,87.5,-1.311,0.922,0.0348,0.341956
537,35.0,2.5485,0.913,0.0617,0.341272
538,22.5,0.1215,0.908,0.0565,0.340589
539,5.0,0.765,0.91,0.0633,0.339908
540,-3.5,-1.1175,0.89,0.0643,0.339228
541,101.5,2.2275,0.943,0.032,0.33855
542,39.5,1.707,0.932,0.0525,0.337873
543,6.0,0.387,0.864,0.0638,0.337197
544,66.0,-1.374,0.92,0.0375,0.336523
